review,rating
Kenapa riwayat order tidak terlihat,3
pada niat narik ga ni driver mobil susah bener pesen,4
SEMUA DRIVER ALASANNYA SELALU JAUH DAN SELALU MNTA CANCEL PDHL KITA INI TAUJI BACA MAPS BUKAN JI ORANG TIDAK TAU MEMBACA,1
"aneh tiap order driver car gapernah di terima oleh driver, padahl saya bayar ga numpang",3
"buat penumpang dan pemesan delivery di aplikasi ini jangan pelit dan kikir. mesan mobil delivery tarif di aplikasi memang murah meriah, tapi siapa juga yg mau ambil orderan dgn tarif 30ribuan jarak 15km, kan tolol ...minimal elu pasang kek 4500 per km ...",5
"padahal di akun Maxim masih ada saldo nya tapi ga tau knp tiba"" akun nya ga bisa di login lagi mohon dibuka akun saya kembali soal nya masih ada saldo nya di akun nya",1
maxim wallet diisi tapi ga bisa digunakan. ga ada driver yg mau pake maxim wallet. saldo ga bisa ditarik karena ga ada fitur nya.,2
ongkir maxinfood kau mahal kali bah 5k jadi 30k 😹,1
tolonglah di perbaikin lg nyari almat aja ngga ketemu trs map ny juga muter² ngga jelas,1
"untuk apa dibuat pembayaran non tunai tapi driver selalu mintak cencel karna pembayarnnya mereka tidak terima kalau melalui wallet kaspro. menciptakan pembayaran non tunai tapi driver yg pakai menolak, buat ribet saja. Tidak semua orang suka pegang cash jdi pakai non tunai. makanya saya sebagai pengguna isi tuh wallet kaspro, tpi sering sekali para driver mntak di ganti pembayaran ke cash mintak di batalin karna pembayarannya pakai wallet kaspro tersebut. kecewa sih.",2
semoga lancar jaya,5
Tolong maps nya di perbaiki lagi,5
amazing,5
"pengemudi suka menaikan tarif,padahal sudah menggunakan fitur percepat Dengan tarif yang berbeda",1
aplikasi penipu... masukin saldo kaga ada segala saldo di kasproo nya,1
tidak sesuai yang tertera di aplikasi harga mobilnya di naikan,1
"klu pesen makanan lebih dari 5 menit GAK ADA driver yg ngambil tolong banget di cancel oleh aplikasi. Masa lebih dari 15 menit gaada yg ngambil orderan gw gak bisa dibatalin sih, apk jelek buang2 waktu mending gojek",1
"Ketika Sampai Tujuan, Kenapa bisa Berubah Rider Maxim nya? jadi saya kena masalah sama Rider Maxim nya. Dan Tombol Coba Lagi harus Dihapus Secepatnya.",1
"saya KLO mau pake mobil knp lama bgt dan susah padahal gambar mobil di map banyak banget,order mau pake mobil lama 20menitan itupun blm dapat tolong di Fersi yg bner krj telat trus",4
Oke,5
"pelayanan buruk, mudah emosi driver nya",1
susah mencari Driver Car. ampunnn deehh,4
adain fitur pembayaran menggunakan aplikasi dana dong agar lebih mudah kalo pake gopay ga bisa harus ada KTP ngebantu banget buat aku yang uang jajannnya sebagian besar di dana,5
maksin tolong lah dengan pembakaran nya jangan di persulit,1
"driver tidak menjalankan tugasnya dengan teliti, kalo dicancel marah, tidak memakai atribut, berkata kasar kpd pelanggan",1
mantap,5
saya isi saldo di iwallet Maxim niatnya buat byr langsung dari aplikasi pas ditop up saldo ga msuk Maxim Maxim,1
ok,5
Murah tapi kadang driver suka pada jauh lokasi nya jadi lama buat ngejemput. update: lokasi map driver benerin sering error,3
bagus dan elegan,5
"Tolong dong, makin ke sini makin ngabisin waktu. Di aplikasi tertulis 4 menit, tp driver bisa ngabisin waktu lebih dr 10 menit, tulisan akan tiba tapi driver posisi masih jauh dari titik penjemputan. Belum lagi banyak driver yang minta lebih dengan alasan tarif di aplikasi mereka berbeda dengan kita",3
"tolong di evaluasi lagi dong, kedepannya untuk customer baru/lama wajib mengisi nama mereka agar memudahkan driver mencari pelanggan!",5
semoga bermanfaat,4
apasih gak bisa login katanya ngirim kode tapi gak nerima kode apapu,1
"mohon untuk pihak maxim, tolong dikasih real time untuk waktu penjemputan dong. Di aplikasi 2 menit, nyatanya kadang sampai 8 menitan. masih sama juga kayak kendala awal, kebanyakan cancelin orderan",1
"Jelek banget map nya gak kaya aplikasi yang lain nya, kalau masalah harga emang lebih murah, tapi map nya tolong perbaiki lagi, dan gak bisa nilai",2
makin banyak driver yang aneh ga sopan..pernah dpt driver baru mau naik dh ngebentak suruh bayar cash..jelas2 emng byr cash..terakhir dpt driver diarahin jalur cepat mlh mrh2..ttik antr lbh dekat cuma beda bberpa meter negur dengan ga sopan otw hapus apk dn kapok pakai apk ini lg biarpun murah,3
taksi ni kenapa sih masa orderan pada susah banget manding grep biar jahu dekat masih manding sedikit,5
aplikasi maxwin luar biasa mantap 👍,5
oke,5
ok,5
nyari makanan susah dapat driver nya,2
"ramah,baik... mantap 👍",5
knp dp driver pang bpli e? wk pbnya yg b mxim tpi nda ad yg btrima,2
saya hari ini naik maxim...tapi driver salah jalan dan ngotot.. tolomg tindak,1
"baikin dulu kaspro lu, gue lagi buru buru ga megang cash. masa kudu nunggu sejam. gila ya",1
delivery nya lama,1
mantap,5
"saya sudah lama menggunakan apk maxim,,, driver nya ramah"" daj respon nya cepat,,, tapi sayang kadang aplikasi nya suka buk,",5
apk bagus tpi malah drivernya g bgus krna g bantuin angkat barang cmn nungguin di pintu tolong y,1
oky,5
"apansih minta update trs, diperbaiki dlu yg bnr jgn buru-buru update trs",3
"kalau untuk aplikasinya, yg delivery tolong ditambah nama pengirim dan penerima serta nomor telepon. untuk drivernya, mohon diberikan pelatihan. sering tidak sesuai titik, banyak drama, problematik.",2
bagus sekali,5
"baru pertama kali ini saya mendapatkan driver yang tidak sesuai mengantarkan ke tujuan, dan malahan bablas dari tujuan",1
"baru kali ini saya kesel pake maxim, udah sebulan ini susah sekali cari drivernya, mau sampai 1 jam saya bolak balik pesan, gak juga, udah saya naikin tarifnya gak juda dapat, pokoknya bintang 1 lah Maxim ini",1
bagua,5
terbaik harga sangat terjangkau and pengemudi ramah dan mobilnya bagus2 hehehe,5
"😣 mau login eror, eror mulu",1
"1. CS LEMOT, SLOW RESPON 2. TOP UP SALDO MASUKNYA LAMA SEKALI 3. HARGA AWAL PESAN DAN SETELAH SAMPAI BISA TIBA² BERUBAH 4. MAPS NYA NGAWUR GAK JELAS",1
kenapa Maxim bila order untuk makanan / food sering kali gagal yaaa ...?!,4
aplikasi bobrok ojol2 di palembang udah kaya pereman apa lagi suka mintak uang lebih. gak usah pake aplikasi ini udah cht di aplikasi maxim melaporkan sopir gocar tp gak ada balesan 👎🏻. yg lucu nya lagi nge gocar bawak cewek hahaha aplikasi aneh,1
murah,5
"ngisi saldo kaspro 60 ribu lama masuknya, gak tahu masuknya nunggu sampai kapan",1
"kasih riwayat lah ,masa saldo yg tadinya ada 28rb jadi 10.100 padahal ga di pake apa-apa tiba-tiba ilang gitu aja, iya ada riwayat masa nampilin pas mengisi doang, mana gada Costner servis lagi, dalam segi aplikasi mah bagus kalo bisa pas ngisi tuh jangan di ambilah ada adm adm lagi",4
Apo sih kok ini gak bisa di downlowd kesel deh,1
mantap,5
mantap,5
"ini apk rusak ya? pesen makanan dari pagi sampai siang ga dapet² driver yang padahal disana tempat ramai ojol. karena capek nunggu akhirnya saya cancel. giliran makanan yang saya pesan sudah berhasil saya cancel & apk maxim saya hapus, malah ada driver maxim datang malam² bawain makanan yang saya pesan tadi pagi. saya disuruh bayar makanan yang udah saya cancel, karena kasihan saya bayar. saya tunjukin kalo pesanan saya udah cancel tadi siang, udah pelayanan lama, apk rusak, gajelas intinya.",1
kenapa apilkasi kelen ini aku pesan harga 20 rb kenapa sampai tujuan harga berbah 30 rb bukan sekali kejadian udh serjng kali kek gini gak bisa kelen konsisten sama harga jelek lah,2
"Saya setiap hari pake maxim, sekarang harus ganti yang lain. Tiba2 saja logout dan ga bisa login lagi. Aneh, kartu sim jg masih sama nomernya.",1
unit mobil dan mtornya udh burik2. beda SM grab diusahakan mobil motor tahun muda. no recommended,1
"knp ya udh ngetik sesuai alamat tpi titik selalu gak sesuai, capek bgt sering diomelin driver gara2 merasa dibuat nyasar",4
gak bisa di bukak aplikasi nya...apalah kek gini,2
"tarif deliverynya murah,ngakalin driver suruh belanja pakai layanan delivery aja",5
pelayanan dan jakauan Maxim luar biasa saya puas,5
"saya sudah pernah 4 kali pesan maxime padahal liat di maps sudah sampai tapi kenyataan ny mereka tidak ada ditempat, sebenar nya saya mulai meragukan untuk menggunakan maxime, tapi terkadang saya juga masih membutuhkan maxime",3
"Mohon perbaiki e walletnya, driver tidak mau pakai e wallet jadi e wallet saya tidak terpakai. Kalau bisa ada tarik tunai seperti gojek untuk memudahkan costumer dan driver",3
sangat bagus,5
bagus,5
"parah akurasi titik sharelock bsa jauh dr titik lokasi penjemputan, klo yg ga peka bsa dianggap viktif/penipuan bsa mmbahayakan penumpang.",1
"saya pengguna Maxim,agak kecewa,karena driver minta tambahan dari ongkos sebelumnya. kita 4 orang order suruh yang L padahal yg biasa Boleh empat orang.. terus ongkos 50.200 bengkak jadi 82.300..yang punya aplikasi tolong di kasih teguran yg ambil orderan saya terakhir (02.10.2025, sampai tujuan sekitar jam 22.00 lebih dikit,",3
good,5
puas,5
"apknya suka error, masa di suruh login ulang tapi waktu masukin nomor disuruh coba lagi terus",1
ok good,5
aplikasi aneh! mau verifikasi aja ribet!!!,1
sudah top up dana gk masuk2. parah,1
mantap,5
percuma pihak maxim mengadakan pembayaran melalui kaspro tapi hanya bisa untuk perjalanan saja dan untuk pesan makanan tidak berlaku pakai kaspro. sudah isi saldo jadi gantung gara gara gak bisa dipakai,1
"isi saldo maxim wallet delay lama, udah gitu saldo yg diisi dipotong biaya admin pula",1
apk yang bisa nya muter muter tidak jelas alamat sudah jelas sesuai ktp tapi di maps tidak ada sekali dapat orderannya nunggu samapi 30 tidak sampai sampai,1
"ai apo dio,delivery barang ongkir 15 minta 30",1
verifikasi lama pesan gak masuk terus balik lagi ke grab gak ribet,1
tlg yaa untuk maxim agar di perhatikan lagi kondisi kendaraan para driver khususnya motor. kl motor yg sdh tdk layak di pake jng di pake untuk narik 😡😡😡 dan jg kebersihan nya tlg di perhatikan. anjirrr bau bangettt 🤮🤮🤮,1
eror,4
driver main kenaikan harga,1
tidak bisa ganti titik penjemputan,3
mantab,5
"aplikasi nya bagus, ongkos nya murah",5
"baru order sekali driver nya mengecewakan(ngak semua driver) tolong lah tu Drivernya di benerin dlu masa iya uang saya katanya kembalian nya mau di transfer sampe sekarang belum ada tanda"" saya di beri uang kembalian. smog driver maxim nya lebih amanah lagi",1
gimana nih masa nyari driver lama udah pake Maxim 2 tahun gak guna banget maxim,1
"driver jarang mau, masak saya ngetik di lokasi A ke B ,dan drivernya jemput dari B ke A",1
ongkosnya sekrang mahal,1
"kasprony ditilep, gak muat mulu, delay jumlahnya, gda history sisa. kan anjir ya dikorup",3
"drever cepat datang, ramah harga terjangkau",5
jangan kasih orang ok Maxim orang baik,5
mau daftar aja di persulit tolol,1
"makin lama susah mendapatkan driver, ada oknum driver motor yg selalu minta biaya tambahan",3
LAMAAAAAA,1
ke enak driver pakai mod dibuat bebas nian.,1
"bintang satu dlu liat cara kerjanya,kalau memang cocok saya kasih bintang tujuh",1
👌,5
lelet loading,4
"Riwayat perjalanan hilang, aplikasi bapuk e",1
"nipu ih, saldo pas isi kaspor nya ga masuk""",1
aplikasi jelek lama bgt menunggu pengemudinya padahal sudah di percepat masih aja lama,1
perfect,5
hemat,5
GAK USAH SPAM IKLAN GAK SUKA GW,1
sangat membantu,5
tolong kalau resto yg sudah tutup jangan di tampilkan kebanyakan resto yg sudah tutup mau pesan 1 pun ga ada yg ready makanan nya,4
Mantaaap,5
"admin Jogja kerja ga pakai SOP, ngasih pelanggaran tanpa ada bukti dan tanpa pemberitahuan! masalah ini sudah saya laporkan ke dinas ketenagakerjaan!",1
mantap 👍,5
nice,5
"buruk, maps tidak terbaca dan sering eror",1
Trmksih sangat membantu untuk naik motor dikala ga punya motor haaa,5
"bagus dan murah banget, kami suka",5
SAMPAH AJG APK JELEK NAJIS GA BISA LOGIN AKUN GUA ADA SALDO NYA PULA BENERIN TUH APLIKASI SAMPAH NAJIS,1
cukup membantu,5
isi kaspro di saldo udah kepotong tapi ga masuk saldo kaspro,1
"banyak oknum kurang ngajar, berhentiin orang bilangnya kita gak hati-hati dijalan. Minta pertanggungjawaban berupa uang, kalau engga ktp/ktm mau di tahan sama dia wkwkwkw parahh",1
"Maaf untuk mengatakannya, tapi ini adalah aplikasi layanan terburuk yang pernah aku pakai.",1
kenapa Maxim saya tidak bisa login?,5
oke,5
"lokasinya di update lagi agar sesuai google maps, banyak banget lokasi/tempat yang tidak ada dalam mapsnya",2
"apaan aplikasi ini udh dicancel juga lebih 20menit tiba2 driver nya dtg,terus maksa minta dibayarin pakai acara ngancam2.taii",1
"ini orderan maxim hari ini saya delivery barang ko belum nyampe ya tapi orderan sudah di selesaikan , mohon tindak lanjut secepatnya karna ini konsumen saya",1
ok,5
baik,5
"aplikasinya harus banyak diperbaiki,dari lokasi Maps dan juga nomor telepon driver yang sulit dihubungi, sukses selalu buat MAXIM",4
gak bisa login,1
🕺,2
jaringan buruk,5
Saya mau ke bandara terlalu lelet!,1
Ok,5
sebenarnya suka bngt apknya murah untuk biayanya cuma kadang dapet driver yang g ngenakin,4
jalan tanjung jaya dan tanjung agung kota Bengkulu masih bisa di lewati kalau pagi bos pakai motor kenapa harus mutar jalan unib ?,1
kepada maxim tolonglah di tertibkan driver kalian yg beraktifitas tidak sesuai SOP. 1. Pakai celana pendek 3. Seragam udah kusam kayak kain lap dapur. 2. seragam go*ek helem maxim atau sebaliknya. 3. driver yg bau rokok bahkan merokok saat bawa CS 4. Driver Nakal seperti orderan minta dibatalkan dan menjadikan offline. 5. motor sudah butut. 6. Motor/driver tidak sama dengan aplikasi 7. dan yg paling parah driver yg makai aplikasi tidak resmi. semoga kalian baca dan respond. trimakasih.,5
"kenapa saya memilih kaspro untuk pembayaran, malah otomatis di alihkan ke pembayaran tunai, dan saldo kaspro saya terpotong",1
"tolong untuk mempermudah penjemputan, aplikasinya lokasi nya langsung ke titik penjemputan. supaya driver gak perlu telpon telpon",4
verifikasi aja ga muncul muncul ga jelas,1
cepat dan selamat,4
🔥🔥🔥,5
Menyenangkan,5
Iya,5
"saya benar² kecewa dengan Maxim, menggunakan promosi palsu, kemarin di tempat kerja saya di datangi sales dari Maxim suruh download aplikasi, dan di masukan kode promo, mbak sales bilang ini saldonya bisa buat pesan ojek online, setelah saya coba menggunakan dana promo yang di berikan ternyata tidak bisa di pakai dan di alihkan ke tunai, mau laris aplikasi jangn nipu,bukannya banyak customer tapi malah pada pergi,",1
oke,5
eror,5
apalah nih aplikasi nunggu driver aja sampe 15 menit anjay ga kaya sebelah,3
reinstal malah jadi ga bisa. app sampah,2
jelek isi saldo 100 yg masuk ga 100 ongkos 23rb pas udh di selesaikan ongkos nya berubah jadi naik lwbih mahal drpd gojek.grab nyari driver susah banget Skali nya dpt driver dtg 45 menit udh gitu driver nya pada tolol semua KL bukan karna udh terlanjur isi wallet ini apk udh saya apus,1
tolong ditingkatkan lgi untuk maxim food,5
"aplikasi ga guna, gausah di download, gabisa di batalin, alasan ny cuma bisa milih 2, hadeh, di batalin malah nyari orderan lain 😂",1
"Saya sangat kecewa dengan driver maxim yang ugal""an karna menyetir ugal""an apa lagi sampai pukul penumpang sangat kecewa mohon untuk pihak maxim mengurus pada driver yang sangat mengecewakan apa lagi kadang gak sesuai dengan fotonya... Yang di aplikasi siapa yang datang siapa...baru kalok menyetir di ingatkan untuk pelan tidak mau... Sering saya dapat driver ugal ugalan makin hari makin mengecewakan drivernya .. Mohon di perbaiki lagi sistemnya... Kalok bisa setiap dapat orderan foto langsung...",1
mending perbaiki dulu lah aplikasinya. murah sih murah cuma bikin pusing titik maps nya ntah kemana mana. Ampun maxim,2
"saya isi saldo, uang berkurang di bank saya tapi uang tidal menambah saldo di maxim",1
tollong ditingkatkan kepada drivernya di saat lagi urgent malah gak ada yang ambil orderannya kecewa,1
aplikasi jelekkk masak pesen bolak balek dibatalin gak jelas,1
"aplikasinya bagus, tapi drivernya sering minta perubahan metode pembayaran dari kaspro minta beralih ke tunai. dan bilangnya selalu ketika driver udah sampe di tempat penjemputan. kalau gitu kam jadi merepotkan. ini terjadi gak sekali dua kali lohh. tolonglah diperbarui lagi sistem pembayarannya",5
nyari driver sudah 1 jam ga dapet2,1
"gjls, top up e walet 30rebu gabisa kepake, malah di alihin ke tunai apa bgt",1
bagus,5
udh di top up e-wallet nya tpi saldonga tetep 0.Ini gimana ya??!,1
sudah pesan malah di cancel di tengah perjalann,1
ok,5
semua kurir selama saya menggunakan Maxim tidak mementingkan keselamatan costumer setiap saya naik Maxim tidak pernah ada kurir yang menawarkan menggunakan helm selama di perjalanan,4
"mahal dan utk car L , sopir tdk mau muat lebih dari 6 dan klau dumuat 7 org pun tdk mau malahan disuruh turun. tdk mau pake AC",1
"tiap mau buka knp harus instal lagi"" apk bikin ribet",1
oke bagat,5
"maxim semua driver gak bisa diajak ngomong. pesennya good and shop tapi semuanya bilang nggaka ada uang .beda dong sama grab langsung dapet ngg banyak tanya maxim bener"" bikin orang naik darah",1
Apk Maxim Is The Best 🇲🇨,5
pelayanan drevernya kurang bagus dan tdk amah,1
Keren,5
"kode otp gk masuk, kucoba berkali² malah diblokir MALES GW PAKE APK INI, MENDING GOJEK NGENTOD",1
"Untuk sementara bintang 3 dulu, karna ada beberapa yg perlu diperbaiki 1. Kejelasan Potongan biaya Transfer, apabila mau Tf ke virtual kaspro nya. Karena be2rapa kali Tf kaspro biaya bisa berubah2. 2. Tolong untuk saldo maxim wallet bisa langsung terupdate, sisa saldo atau saldo setelah pengisian",3
"apk bodong, mau daftar gabisa²",1
suka elor aplikasi nya masalah titik penjemputan,1
Kecewa saya salah satu driver ditunggu lebih dari 15 menit sampe saya telat masuk kesekolah,1
Tampilannya d ganti dong. Biar lbh cool di pandang.,4
mending saya download grab 👎,1
lelet driver nya aplikasi nya juga kaku bngett,1
bagus dan murah layanan mantap,5
"pengalaman buruk super buruk sudah tunggu lama malah di cancel, apk nya sebenarnya bagus tapi driver nya mengecewakan sudah tunggu Hampir satu jam tiba tiba cancel tanpa ada pemberitahuan dahulu, tolong driver yg seperti ini jangan di pakai, kejadian dkt station lempuyangan plat AE , beberapa kali di cancel ga jelas, kecewa.",1
aplikasi ini sangat bagus berguna untuk nganter sekolah dan lain lain,5
"saya harap maxim lebih mendetail kan lagi terkait map nya karena sebagian alamat yang saya tuju gak ada di dalam map nya, jadi terkadang bingung di bagian titik penjemputan nya ataupun tujuan nya",3
ngaco nih gak bisa login udah beberapa minta kode gak dikirim,1
"saya kasih 3 bintang dulu,soalnya MAP sampai sekarang belum dibagusin",3
ini saldo kaspro butuh berapa lama buat masuk??? sy sudah top up tapi belum masuk juga 😩,3
"Update terus, tapi fitur GPS masih susah banget nih tapi tetep suka sama aplikasinya",3
kenapa saya tidak bisa masuk di aplikasi ya pdahal sudah masukan no hp dengan benar. gimana solusinya.,1
apk goblog kirim kode aja lamanya minta ampun,1
mana ni kok saya gk dapet kode otp gagal truss,1
top,5
lamo bener ngirim kode nyo aku kasih rating sikok karna pelayanannya lelet,1
KENAPA SALDO KASPRO SAYA TIDAK MASUK PADAHAL SAYA UDAH ISI SALDO?? UDH BERHASIL TERKIRIM JUGA DARI DANA SAYA. SAYA PERTANYAKAN JUGA DI APLIKASI TAPI TIDAK ADA INFORMASI APAPUN.APA KENDALANYA???? UPDATE SAMPE SEKARANG BELUM ADA KEJELASAN DARI PIHAK APLIKASI INI PADAHAL DARI TANGGAL 24/09 SAYA KIRIM EMAIL TAPI TETEP SAJA GADA INFONYA APA2!! INI APLIKASI FRAUD BGTT!!,1
saya tidak bisa login lewat kode WA mohon solusi segeranya,1
"bagus tpi lama di nyari alamat (alamatnya ga lengkap, kaya beda sama google maps)",4
TOP,5
sediakan peta mode satelit,5
mantap,5
apaniwoi dipaksa download aplikasi ini di sekolah mana ngeleg,1
pencarian driver sering mengambil driver yg jarak nya sangat jauh sehingga membuat lama menunggu,1
Sangat mudah dan murah untuk layanan langganan . Saya kasih bintang lima. Good jobb.,5
bagus untuk pesan ojek online,5
good,5
good,5
"Aplikasi sangat amat membantu, dengan tarif lebih murah dari pada yang lain lovee u",5
"kecewa banget.orang2 kantorx cuman bisa duduk anteng di kantor...sedangkan aplikasi sendiri tidak sesusai dng titik dan waktu penjemputan dr dlu sy memakai maxim gak pernah bener jadwal penjemputanx misalkan 2menit dtengx 10menit...mbok y bener gituloh misalken 5 telat 1/2 menit cinchailah,trus teguran buat orang2 kantorx jng seenakx ngelaporin orang y gak memakai atribut tanpa jelas alsanx,karna it terjadi pada kawan sy sendiri dilaporkan oleh orang kantorx,sampai membeli jaket 2x kasian mereka",2
enak murah banget,5
mulai kemarin kenapa naik harga,1
aneh,1
"Tolong itu maxim wallet (kaspro) nya di benerin, atau kalo gk ganti wallet aja jangan pake kaspro, error itu walletnya, duit gw ilang mau dipake bayar, udah mah delay mulu kalo top up",3
pokoke mantullleee,5
Saya sudah top up dana tapi akunnya terblokir secara tiba-tiba dan saldo saya hangus bagaimana ini???????,1
Utk Wil Papua barat sy pakai maxim suka dpt kendala dan ketika cht dg cs sering tdk ad jawaban.,1
drivernya ramah sabar .. mengemudi tidak ugal ugalan pokonya udh nyaman dgn apl Maxim...dari awal launching sampai skrg harganya normal terjangkau,5
kecewa banget sumpah dapet pelayanan buruk banget udh nunggu lama dibatalin ngomel sampe pake bahasa kasar/kotor kan posisi lgi buru² juga kecuali lgi santay boleh aja nunggu lah ini posisi lgi buru² dpet pelayanan begitu kocak no ujung plat nomornya 12PO hati hati,2
"Untuk Maxim. Saya sebagai penumpang mempunyai keluhan terhadap perjalanan ini. Kenapa harga awal Rp. 27.300 setelah sampai tujuan menjadi Rp. 35.300.? Dan kami membayar sebesar Rp. 35.300. Padahal sudah menyiapkan uang 27.300. Padahal kami tidak membuat driver menunggu atau bahkan tidak macet. Ketika sudah selesai membayar 35.300 kepada driver, pada aplikasi malah berubah lagi jadi 27.300. Kenapa demikian?",1
drivernya baik dan ramah 👍👍👍,5
mantap,5
pengemudi tidak jujur ketika saya salah ngasih duitnya,1
🙏🙏🙏🙏🙏,5
mantapssss,5
gak bisa batalin,1
"kode otp gk dikirim kirim 2 nomer gagal semua.. uninstall aja lah gk guna, mending pake yg lain",1
baik,5
aku bnr benar kecewa sama Maxim kita beli makanan harga 13 rbu malah ongkirnya 42 rbu mna punya duit segitu terus mau batalin malah pusing sndri semoga drivernya gak DTG antar kesini rmh karena GK punya duit segitu jdi aku unistal aja aplikasinya,1
puas dengan pelayanan maxim,5
good,5
sulit untuk login perbaikalah,3
"Kalo scam gak usah sok promosi ke sekolah2 SMA ya, bagi orang yg awam dengan ojol jadinya merasa kecewa sekali, sok sok an promosi dengan memberikan kode promo Rp 200.000 bilang nya bisa full pay ternyata yg terpakai cuman 10% nya saja sisa nya harus bayar tunai. KALO GAK NIAT KASIH GAUSAH KASIH",1
"baru update tanggal 26 September 2025 kok tanggal 27 minta update lagi maxim, masak update terus tiap hari ni Maxim",5
"saya kecewa ojol Maxim, saya order tapi selalu ada alesan, lagi makan lah, lagi pup lah, lagi kempes ban motor lah, isi bensin lah, lalu ada lagi nih yg fatal, saya belum diantar tapi sudah menyelesaikan perjalanan, padahal tidak mengantar saya ke tujuan, lalu parahh nya lagi saldo e-wallet saya kepotong, sudah komplain tapi belom ada yg nanggapi sampai detik ini",1
Developer Kembangkan Vitur chat dengan kamera ini.berguna untuk pengiriman siapa yg bawa yang nerima kondisi fisik dan lain sebagainya fitur ini sangat dibutuhkan kreadibilatsnya antara pengantar dan penenrima,3
aplikasi kagak niat. menang tarif murah doang. banyak bug,1
aplksi edan,1
y gitu aja selebih nya tuhan lah yg tau,5
mantap,4
bagus,5
tidak bisa membatalkan order.,2
jelek apknya,1
"woilah apaan lagi urgent pesen maxim akunnya malah telog out baru pas mau masuk lagi gak bisa, hadehhh :)",1
Map nya tolong diperbaiki,3
pilihan transportasi BAJAJ tidak ada ya,5
"layanan belom layak,tidak ada live chat untuk pengaduan costumer.",1
baik,5
"SERING SEKALI MINTA UPDATE TAPI DARI DULU MAPS NYA GAK PERNAH BETUL,BURUK SEKALI MAPS NYA !",1
sangat suka pelayanan nya bagus sekali 😇🫡,5
"maap nya kurang akurat,enggak kayak aplikasi gojek maap nya akurat",1
Sangat bagus dan cepat melayaninya,4
mengirim,1
Gak mau pakai lagi kecuali ada fitur chat dan nomor pelanggan disembunyikan,1
Update versi Beta,5
"aplikasi apa sih, order makanan ga ada driver giliran di cancel ga bisa, ga jelas",1
"susah dapet driver padahal di map apk nya banyak driver dekat sana,lama klo mesen makan ga ada yg respon dr driver",1
mantap,5
"JUJUR KECEWA, MAP NYA SELALU GAK SESUAI,SELAIN ITU SUSAH NYARI LOKASI DAN JUGA TUKANG MAXIM NYA GAK RAMAH",1
"isi maxim wallet 2 kali 10 rbu, langsung dipotong 4 rbu, gk jelas banget",1
sangat bagus,5
"tolong dong pihak Maxim ini kadang ngisi kaspro ko lama bgt ya masuk nya padahal sudah top up segera di perbaiki, tolong",3
goodluck,5
singkat padat mantap👍 aplikasinya simpel tinggal satset👍,5
banyak yang nerobos rampu merah driver nya,1
"order tidak bisa dibatalkan, hanya bisa mengubah orderan dan pelaksana. 😡",1
kenapa saya ga bisa login untuk layana maxim transfortasi online. tolong di bantu untuk bisa login ke apk maxim transfortasi online segera mungkin...,5
tolong untuk map tujuan di perluas lagi bos,3
sangatlah membantu maxim selalu di hati. tapi yang selalu saya inginkan tindakan maxim tidak tegas tolong yang memakai fake gps/tuyul suka lama nunggu drivernya kebanyakan sukabumi memakai fake gps atau tuyulnnya banyak. tolong di atasi driver begitu bilaperlu blokir permanen atau beberap bulan biar jera bisa bis maxim pelayanannya selagi bagus jadi bobrok,5
"tolong di integritasi lagi pengemudi nya, mulai dari car and bike, tidak jelas",1
"aplikas transport plg jelek adalah maxim ,, map ny gak jelas ,, driver ny lama yg nerima orderan ,, kalo gak bisa nyediain fasilitas yg bagus mending jangan ,, dri pda bikin prg2 kecewa dan kesel",1
makasih terbaik maxim.,5
pelayanan mantap,5
salah antar,1
"Astaghfirullah..menguras energi kesabaran benar""..ini kedua kali saya download maxim stlah 2 th yg lalu.masih sama pelayananny..drivernya ga tau jalan,selalu lama nungguin driver,bisa 1 jam lebih yg ujung""nya malah mnghilang mnta di cancel..paraaahhhhhh gilaaaaa",1
"JELEKKKKK, TITIK TUJUAN NYA BIASA TIBA² ILANGGGG",1
"aneh driver yg salah kita pelanggan yg kena casss, hilangkan aplikasi tunggu kalo driver belum sampai",1
pelayanan bagus. motor masih muda.,5
ga bisa login,1
tidak bagus uangnya kecil bagi driver,1
kerja yg point halal gaeess,5
"lambat kali masuk duit kaspronya ,, malah sudah dua kali top up lagi,, lelet gak kyk gopay atau ovo segera..langsung masuk,, ini nunggu berjam2, dan TDK kali ini saja, mohon diperbaiki",3
biasa aja,3
"tolong untuk aplikasi maxim.customer jika download aplikasinya di tambahin verifikasi ktp atau wajah,agar tdk ada lagi customer yg buat orderan fiktif di maxim",5
"jangan pernah pesan maxime di bandara ,karna harga yang tertera di aplikasi akan di tambah. exp: di apk 100k sampai tujuan bisa jadi 200k bahkan lebih , biaya tambahan lah biaya apa lah ,SHIBALLLLL",1
good application,5
"aplikasinya aneh, masa transfer 50 ribu yg masuk di aplikasi jadi 48 ribu, seharusnya kan 50 pas, belum lagi kalau transfer antar bank biaya adminnya 6.500 sebenarnya wajar si potongannya segitu cuman yg jadi pertanyaan itu knp 48 yg masuk di akun bukan 50 pas sesuai dengan jumlah trasfer. jadi di mohon kebijaksanaannya dalam mengelola keuangan, takutnya kedepan hal sepele seperti ini tidak menjadi masalah besar nantinya",1
mantap,5
baik sangat membantu,5
menarik,5
